wind_mw,solar_mw,electrolyzer_mw,h2_turbine_mw,storage_mwh_h2,gas_ccs_capacity_mw,annual_gas_generation_mwh,annual_direct_renewable_mwh,annual_h2_turbine_output_mwh,annual_curtailed_surplus_mwh,end_soc_pct,min_soc_pct,capex_total_gbp,opex_lifecycle_undiscounted_gbp,opex_lifecycle_discounted_gbp,objective_total_expenditure_gbp
32000.0,20000.0,14000.0,8200.0,2000000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762784,100.0,71.04513774098534,129610000000.0,117664849581.54948,117664849581.54948,247274849581.5495
32000.0,20000.0,14000.0,8200.0,2500000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762787,100.0,76.83611019278827,131110000000.0,117689849581.54942,117689849581.54942,248799849581.54944
32000.0,20000.0,14000.0,8200.0,3000000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762787,100.0,80.6967584939902,132610000000.0,117714849581.54942,117714849581.54942,250324849581.54944
32000.0,20000.0,14000.0,8200.0,3500000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762787,100.0,83.45436442342017,134110000000.0,117739849581.54942,117739849581.54942,251849849581.54944
32000.0,20000.0,14000.0,8200.0,4000000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762787,100.0,85.52256887049265,135610000000.0,117764849581.54942,117764849581.54942,253374849581.54944
32000.0,20000.0,14000.0,8200.0,4500000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762781,100.0,87.13117232932679,137110000000.0,117789849581.5495,117789849581.5495,254899849581.5495
32000.0,20000.0,14000.0,8200.0,5000000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762781,100.0,88.41805509639418,138610000000.0,117814849581.54948,117814849581.54948,256424849581.5495
32000.0,20000.0,14000.0,8200.0,5500000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762781,100.0,89.47095917854017,140110000000.0,117839849581.54948,117839849581.54948,257949849581.5495
32000.0,20000.0,14000.0,8200.0,6000000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762781,100.0,90.34837924699515,141610000000.0,117864849581.54948,117864849581.54948,259474849581.5495
32000.0,20000.0,14000.0,8200.0,6500000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762781,100.0,91.0908116126109,143110000000.0,117889849581.54948,117889849581.54948,260999849581.5495
32000.0,20000.0,14000.0,8200.0,7000000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762781,100.0,91.72718221171013,144610000000.0,117914849581.54948,117914849581.54948,262524849581.5495
32000.0,20000.0,14000.0,8200.0,7500000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762781,100.0,92.27870339759612,146110000000.0,117939849581.54948,117939849581.54948,264049849581.5495
32000.0,20000.0,14000.0,8200.0,8000000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762781,100.0,92.76128443524637,147610000000.0,117964849581.54948,117964849581.54948,265574849581.5495
32000.0,20000.0,14000.0,8200.0,8500000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762793,100.0,93.18709123317309,149110000000.0,117989849581.54945,117989849581.54945,267099849581.54944
32000.0,20000.0,14000.0,8200.0,9000000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762784,100.0,93.56558616466339,150610000000.0,118014849581.5495,118014849581.5495,268624849581.5495
32000.0,20000.0,14000.0,8200.0,9500000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762784,100.0,93.90423952441795,152110000000.0,118039849581.5495,118039849581.5495,270149849581.5495
32000.0,20000.0,14000.0,8200.0,10000000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762784,100.0,94.20902754819704,153610000000.0,118064849581.5495,118064849581.5495,271674849581.5495
32000.0,20000.0,14000.0,8200.0,10500000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762784,100.0,94.48478814114004,155110000000.0,118089849581.5495,118089849581.5495,273199849581.5495
32000.0,20000.0,14000.0,8200.0,11000000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762784,100.0,94.73547958927004,156610000000.0,118114849581.5495,118114849581.5495,274724849581.5495
32000.0,20000.0,14000.0,8200.0,11500000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762784,100.0,94.9643717810409,158110000000.0,118139849581.5495,118139849581.5495,276249849581.5495
32000.0,20000.0,14000.0,8200.0,12000000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762784,100.0,95.17418962349753,159610000000.0,118164849581.5495,118164849581.5495,277774849581.5495
32000.0,20000.0,16000.0,8200.0,2000000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762783,100.0,71.04513774098534,132610000000.0,119843421010.1209,119843421010.1209,252453421010.1209
32000.0,20000.0,16000.0,8200.0,2500000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762792,100.0,76.83611019278827,134110000000.0,119868421010.12086,119868421010.12086,253978421010.12085
32000.0,20000.0,16000.0,8200.0,3000000.0,0.0,0.0,65598384.03920379,6233615.960796092,88681136.11762789,100.0,80.6967584939902,135610000000.0,119893421010.12086,119893421010.12086,255503421010.12085
