wind_h2_share,solar_h2_share,gas_ccs_share,wind_h2_demand_mw,solar_h2_demand_mw,gas_ccs_demand_mw,wind_h2_capex_gbp,wind_h2_opex_25y_gbp,solar_h2_capex_gbp,solar_h2_opex_25y_gbp,gas_ccs_capex_gbp,gas_ccs_opex_25y_gbp,total_capex_gbp,total_opex_25y_gbp,total_expenditure_25y_gbp
0.35,0.15,0.5,2870.0,1230.0,4100.0,33602472928.92816,34396164696.52086,36052110351.5625,29670005765.82208,7625000000.0,84847941983.21736,77279583280.49066,148914112445.5603,226193695726.05096
0.35,0.2,0.45,2870.0,1640.0,3690.0,33602472928.92816,34396164696.52086,48069480468.75,39560007687.76278,6862500000.0,76363147784.89563,88534453397.67816,150319320169.17926,238853773566.85742
0.35,0.25,0.4,2870.0,2050.0,3280.0,33602472928.92816,34396164696.52086,60086850585.9375,49450009609.70347,6100000000.0,67878353586.57389,99789323514.86566,151724527892.79822,251513851407.66388
0.35,0.3,0.35000000000000003,2870.0,2460.0,2870.0000000000005,33602472928.92816,34396164696.52086,72104220703.125,59340011531.64416,5337500000.000001,59393559388.25216,111044193632.05316,153129735616.41718,264173929248.47034
0.35,0.35,0.30000000000000004,2870.0,2870.0,2460.0000000000005,33602472928.92816,34396164696.52086,84121590820.3125,69230013453.58485,4575000000.000001,50908765189.93043,122299063749.24066,154534943340.03613,276834007089.2768
0.35,0.4,0.25,2870.0,3280.0,2050.0,33602472928.92816,34396164696.52086,96138960937.5,79120015375.52556,3812500000.0,42423970991.60868,133553933866.42816,155940151063.6551,289494084930.08325
0.35,0.45,0.2,2870.0,3690.0,1640.0,33602472928.92816,34396164696.52086,108156331054.6875,89010017297.46625,3050000000.0,33939176793.286945,144808803983.61566,157345358787.27405,302154162770.8897
0.35,0.5,0.15000000000000002,2870.0,4100.0,1230.0000000000002,33602472928.92816,34396164696.52086,120173701171.875,98900019219.40694,2287500000.0000005,25454382594.965214,156063674100.80316,158750566510.893,314814240611.69617
0.35,0.55,0.09999999999999998,2870.0,4510.0,819.9999999999998,33602472928.92816,34396164696.52086,132191071289.06252,108790021141.34764,1524999999.9999998,16969588396.643469,167318544217.99066,160155774234.51196,327474318452.5026
0.35,0.6,0.050000000000000044,2870.0,4920.0,410.00000000000034,33602472928.92816,34396164696.52086,144208441406.25,118680023063.28831,762500000.0000007,8484794198.321744,178573414335.17816,161560981958.13092,340134396293.3091
0.35,0.65,0.0,2870.0,5330.0,0.0,33602472928.92816,34396164696.52086,156225811523.4375,128570024985.22902,0.0,0.0,189828284452.36566,162966189681.74988,352794474134.11554
0.4,0.0,0.6,3280.0,0.0,4920.0,38402826204.489334,39309902510.309555,0.0,0.0,9150000000.0,101817530379.86082,47552826204.489334,141127432890.17038,188680259094.65973
0.4,0.05,0.5499999999999999,3280.0,410.0,4509.999999999999,38402826204.489334,39309902510.309555,12017370117.1875,9890001921.940695,8387499999.999999,93332736181.5391,58807696321.676834,142532640613.78934,201340336935.4662
0.4,0.1,0.5,3280.0,820.0,4100.0,38402826204.489334,39309902510.309555,24034740234.375,19780003843.88139,7625000000.0,84847941983.21736,70062566438.86433,143937848337.40833,214000414776.27264
0.4,0.15,0.44999999999999996,3280.0,1230.0,3689.9999999999995,38402826204.489334,39309902510.309555,36052110351.5625,29670005765.82208,6862499999.999999,76363147784.89561,81317436556.05183,145343056061.02725,226660492617.0791
0.4,0.2,0.39999999999999997,3280.0,1640.0,3279.9999999999995,38402826204.489334,39309902510.309555,48069480468.75,39560007687.76278,6099999999.999999,67878353586.57388,92572306673.23933,146748263784.6462,239320570457.88556
0.4,0.25,0.35,3280.0,2050.0,2870.0,38402826204.489334,39309902510.309555,60086850585.9375,49450009609.70347,5337500000.0,59393559388.25215,103827176790.42683,148153471508.2652,251980648298.69202
0.4,0.3,0.3,3280.0,2460.0,2460.0,38402826204.489334,39309902510.309555,72104220703.125,59340011531.64416,4575000000.0,50908765189.93041,115082046907.61433,149558679231.88412,264640726139.49847
0.4,0.35,0.25,3280.0,2870.0,2050.0,38402826204.489334,39309902510.309555,84121590820.3125,69230013453.58485,3812500000.0,42423970991.60868,126336917024.80183,150963886955.50308,277300803980.30493
0.4,0.4,0.19999999999999996,3280.0,3280.0,1639.9999999999995,38402826204.489334,39309902510.309555,96138960937.5,79120015375.52556,3049999999.9999995,33939176793.286938,137591787141.98932,152369094679.12204,289960881821.1113
0.4,0.45,0.14999999999999997,3280.0,3690.0,1229.9999999999998,38402826204.489334,39309902510.309555,108156331054.6875,89010017297.46625,2287499999.9999995,25454382594.965202,148846657259.17682,153774302402.741,302620959661.91785
0.4,0.5,0.09999999999999998,3280.0,4100.0,819.9999999999998,38402826204.489334,39309902510.309555,120173701171.875,98900019219.40694,1524999999.9999998,16969588396.643469,160101527376.36432,155179510126.35995,315281037502.72424
0.4,0.55,0.04999999999999993,3280.0,4510.0,409.99999999999943,38402826204.489334,39309902510.309555,132191071289.06252,108790021141.34764,762499999.9999989,8484794198.321725,171356397493.55185,156584717849.9789,327941115343.53076
0.4,0.6,0.0,3280.0,4920.0,0.0,38402826204.489334,39309902510.309555,144208441406.25,118680023063.28831,0.0,0.0,182611267610.73932,157989925573.59787,340601193184.33716
0.45,0.0,0.55,3690.0,0.0,4510.0,43203179480.0505,44223640324.09824,0.0,0.0,8387500000.000001,93332736181.53911,51590679480.0505,137556376505.63736,189147055985.68787
0.45,0.05,0.5,3690.0,410.0,4100.0,43203179480.0505,44223640324.09824,12017370117.1875,9890001921.940695,7625000000.0,84847941983.21736,62845549597.238,138961584229.2563,201807133826.4943
0.45,0.1,0.45000000000000007,3690.0,820.0,3690.0000000000005,43203179480.0505,44223640324.09824,24034740234.375,19780003843.88139,6862500000.000001,76363147784.89563,74100419714.4255,140366791952.87524,214467211667.30075
0.45,0.15,0.4,3690.0,1230.0,3280.0,43203179480.0505,44223640324.09824,36052110351.5625,29670005765.82208,6100000000.0,67878353586.57389,85355289831.613,141771999676.4942,227127289508.1072
0.45,0.2,0.35000000000000003,3690.0,1640.0,2870.0000000000005,43203179480.0505,44223640324.09824,48069480468.75,39560007687.76278,5337500000.000001,59393559388.25216,96610159948.8005,143177207400.1132,239787367348.9137
0.45,0.25,0.30000000000000004,3690.0,2050.0,2460.0000000000005,43203179480.0505,44223640324.09824,60086850585.9375,49450009609.70347,4575000000.000001,50908765189.93043,107865030065.988,144582415123.73215,252447445189.72015
0.45,0.3,0.25000000000000006,3690.0,2460.0,2050.0000000000005,43203179480.0505,44223640324.09824,72104220703.125,59340011531.64416,3812500000.000001,42423970991.60869,119119900183.1755,145987622847.35107,265107523030.52658
0.45,0.35,0.20000000000000007,3690.0,2870.0,1640.0000000000005,43203179480.0505,44223640324.09824,84121590820.3125,69230013453.58485,3050000000.000001,33939176793.286957,130374770300.363,147392830570.97006,277767600871.33307
0.45,0.4,0.15000000000000002,3690.0,3280.0,1230.0000000000002,43203179480.0505,44223640324.09824,96138960937.5,79120015375.52556,2287500000.0000005,25454382594.965214,141629640417.5505,148798038294.58902,290427678712.1395
0.45,0.45,0.10000000000000003,3690.0,3690.0,820.0000000000002,43203179480.0505,44223640324.09824,108156331054.6875,89010017297.46625,1525000000.0000005,16969588396.643478,152884510534.738,150203246018.20795,303087756552.9459
0.45,0.5,0.050000000000000044,3690.0,4100.0,410.00000000000034,43203179480.0505,44223640324.09824,120173701171.875,98900019219.40694,762500000.0000007,8484794198.321744,164139380651.9255,151608453741.82693,315747834393.75244
0.45,0.55,0.0,3690.0,4510.0,0.0,43203179480.0505,44223640324.09824,132191071289.06252,108790021141.34764,0.0,0.0,175394250769.113,153013661465.4459,328407912234.5589
0.5,0.0,0.5,4100.0,0.0,4100.0,48003532755.611664,49137378137.88694,0.0,0.0,7625000000.0,84847941983.21736,55628532755.611664,133985320121.10431,189613852876.71597
0.5,0.05,0.45,4100.0,410.0,3690.0,48003532755.611664,49137378137.88694,12017370117.1875,9890001921.940695,6862500000.0,76363147784.89563,66883402872.799164,135390527844.72327,202273930717.52243
0.5,0.1,0.4,4100.0,820.0,3280.0,48003532755.611664,49137378137.88694,24034740234.375,19780003843.88139,6100000000.0,67878353586.57389,78138272989.98666,136795735568.34222,214934008558.3289
0.5,0.15,0.35,4100.0,1230.0,2870.0,48003532755.611664,49137378137.88694,36052110351.5625,29670005765.82208,5337500000.0,59393559388.25215,89393143107.17416,138200943291.96118,227594086399.13535
0.5,0.2,0.3,4100.0,1640.0,2460.0,48003532755.611664,49137378137.88694,48069480468.75,39560007687.76278,4575000000.0,50908765189.93041,100648013224.36166,139606151015.58014,240254164239.9418
0.5,0.25,0.25,4100.0,2050.0,2050.0,48003532755.611664,49137378137.88694,60086850585.9375,49450009609.70347,3812500000.0,42423970991.60868,111902883341.54916,141011358739.1991,252914242080.74826
0.5,0.3,0.2,4100.0,2460.0,1640.0,48003532755.611664,49137378137.88694,72104220703.125,59340011531.64416,3050000000.0,33939176793.286945,123157753458.73666,142416566462.81805,265574319921.55472
0.5,0.35,0.15000000000000002,4100.0,2870.0,1230.0000000000002,48003532755.611664,49137378137.88694,84121590820.3125,69230013453.58485,2287500000.0000005,25454382594.965214,134412623575.92416,143821774186.437,278234397762.3612
0.5,0.4,0.09999999999999998,4100.0,3280.0,819.9999999999998,48003532755.611664,49137378137.88694,96138960937.5,79120015375.52556,1524999999.9999998,16969588396.643469,145667493693.11166,145226981910.05597,290894475603.1676
0.5,0.45,0.04999999999999999,4100.0,3690.0,409.9999999999999,48003532755.611664,49137378137.88694,108156331054.6875,89010017297.46625,762499999.9999999,8484794198.321734,156922363810.29916,146632189633.67493,303554553443.9741
0.5,0.5,0.0,4100.0,4100.0,0.0,48003532755.611664,49137378137.88694,120173701171.875,98900019219.40694,0.0,0.0,168177233927.48666,148037397357.29388,316214631284.7805
0.55,0.0,0.44999999999999996,4510.0,0.0,3689.9999999999995,52803886031.17284,54051115951.67564,0.0,0.0,6862499999.999999,76363147784.89561,59666386031.17284,130414263736.57126,190080649767.74408
0.55,0.05,0.39999999999999997,4510.0,410.0,3279.9999999999995,52803886031.17284,54051115951.67564,12017370117.1875,9890001921.940695,6099999999.999999,67878353586.57388,70921256148.36034,131819471460.19022,202740727608.55054
0.55,0.1,0.35,4510.0,820.0,2870.0,52803886031.17284,54051115951.67564,24034740234.375,19780003843.88139,5337500000.0,59393559388.25215,82176126265.54784,133224679183.80917,215400805449.357
0.55,0.15,0.29999999999999993,4510.0,1230.0,2459.9999999999995,52803886031.17284,54051115951.67564,36052110351.5625,29670005765.82208,4574999999.999999,50908765189.930405,93430996382.73534,134629886907.42812,228060883290.16345
0.55,0.2,0.24999999999999994,4510.0,1640.0,2049.9999999999995,52803886031.17284,54051115951.67564,48069480468.75,39560007687.76278,3812499999.999999,42423970991.60867,104685866499.92284,136035094631.04709,240720961130.9699
0.55,0.25,0.19999999999999996,4510.0,2050.0,1639.9999999999995,52803886031.17284,54051115951.67564,60086850585.9375,49450009609.70347,3049999999.9999995,33939176793.286938,115940736617.11034,137440302354.66605,253381038971.77637
0.55,0.3,0.14999999999999997,4510.0,2460.0,1229.9999999999998,52803886031.17284,54051115951.67564,72104220703.125,59340011531.64416,2287499999.9999995,25454382594.965202,127195606734.29784,138845510078.285,266041116812.58282
0.55,0.35,0.09999999999999998,4510.0,2870.0,819.9999999999998,52803886031.17284,54051115951.67564,84121590820.3125,69230013453.58485,1524999999.9999998,16969588396.643469,138450476851.48532,140250717801.90396,278701194653.3893
0.55,0.4,0.04999999999999993,4510.0,3280.0,409.99999999999943,52803886031.17284,54051115951.67564,96138960937.5,79120015375.52556,762499999.9999989,8484794198.321725,149705346968.67285,141655925525.52292,291361272494.1958
0.55,0.45,0.0,4510.0,3690.0,0.0,52803886031.17284,54051115951.67564,108156331054.6875,89010017297.46625,0.0,0.0,160960217085.86035,143061133249.14188,304021350335.0022
0.6,0.0,0.4,4920.0,0.0,3280.0,57604239306.73399,58964853765.464325,0.0,0.0,6100000000.0,67878353586.57389,63704239306.73399,126843207352.03821,190547446658.77222
0.6,0.05,0.35000000000000003,4920.0,410.0,2870.0000000000005,57604239306.73399,58964853765.464325,12017370117.1875,9890001921.940695,5337500000.000001,59393559388.25216,74959109423.9215,128248415075.65717,203207524499.57867
0.6,0.1,0.30000000000000004,4920.0,820.0,2460.0000000000005,57604239306.73399,58964853765.464325,24034740234.375,19780003843.88139,4575000000.000001,50908765189.93043,86213979541.109,129653622799.27615,215867602340.38513
0.6,0.15,0.25,4920.0,1230.0,2050.0,57604239306.73399,58964853765.464325,36052110351.5625,29670005765.82208,3812500000.0,42423970991.60868,97468849658.2965,131058830522.89508,228527680181.1916
0.6,0.2,0.2,4920.0,1640.0,1640.0,57604239306.73399,58964853765.464325,48069480468.75,39560007687.76278,3050000000.0,33939176793.286945,108723719775.484,132464038246.51405,241187758021.99805
0.6,0.25,0.15000000000000002,4920.0,2050.0,1230.0000000000002,57604239306.73399,58964853765.464325,60086850585.9375,49450009609.70347,2287500000.0000005,25454382594.965214,119978589892.6715,133869245970.133,253847835862.8045
0.6,0.3,0.10000000000000003,4920.0,2460.0,820.0000000000002,57604239306.73399,58964853765.464325,72104220703.125,59340011531.64416,1525000000.0000005,16969588396.643478,131233460009.859,135274453693.75197,266507913703.61096
0.6,0.35,0.050000000000000044,4920.0,2870.0,410.00000000000034,57604239306.73399,58964853765.464325,84121590820.3125,69230013453.58485,762500000.0000007,8484794198.321744,142488330127.0465,136679661417.37093,279167991544.4174
0.6,0.4,0.0,4920.0,3280.0,0.0,57604239306.73399,58964853765.464325,96138960937.5,79120015375.52556,0.0,0.0,153743200244.234,138084869140.98987,291828069385.2239
0.65,0.0,0.35,5330.0,0.0,2870.0,62404592582.295166,63878591579.25302,0.0,0.0,5337500000.0,59393559388.25215,67742092582.295166,123272150967.50517,191014243549.80035
0.65,0.05,0.3,5330.0,410.0,2460.0,62404592582.295166,63878591579.25302,12017370117.1875,9890001921.940695,4575000000.0,50908765189.93041,78996962699.48267,124677358691.12411,203674321390.60678
0.65,0.1,0.24999999999999997,5330.0,820.0,2049.9999999999995,62404592582.295166,63878591579.25302,24034740234.375,19780003843.88139,3812499999.999999,42423970991.60867,90251832816.67017,126082566414.74309,216334399231.41327
0.65,0.15,0.19999999999999998,5330.0,1230.0,1639.9999999999998,62404592582.295166,63878591579.25302,36052110351.5625,29670005765.82208,3049999999.9999995,33939176793.28694,101506702933.85767,127487774138.36205,228994477072.21973
0.65,0.2,0.14999999999999997,5330.0,1640.0,1229.9999999999998,62404592582.295166,63878591579.25302,48069480468.75,39560007687.76278,2287499999.9999995,25454382594.965202,112761573051.04517,128892981861.98102,241654554913.02618
0.65,0.25,0.09999999999999998,5330.0,2050.0,819.9999999999998,62404592582.295166,63878591579.25302,60086850585.9375,49450009609.70347,1524999999.9999998,16969588396.643469,124016443168.23267,130298189585.59995,254314632753.8326
0.65,0.3,0.04999999999999999,5330.0,2460.0,409.9999999999999,62404592582.295166,63878591579.25302,72104220703.125,59340011531.64416,762499999.9999999,8484794198.321734,135271313285.42017,131703397309.21892,266974710594.6391
0.65,0.35,0.0,5330.0,2870.0,0.0,62404592582.295166,63878591579.25302,84121590820.3125,69230013453.58485,0.0,0.0,146526183402.60767,133108605032.83788,279634788435.44556
0.7,0.0,0.30000000000000004,5740.0,0.0,2460.0000000000005,67204945857.85632,68792329393.04172,0.0,0.0,4575000000.000001,50908765189.93043,71779945857.85632,119701094582.97214,191481040440.82846
0.7,0.05,0.25000000000000006,5740.0,410.0,2050.0000000000005,67204945857.85632,68792329393.04172,12017370117.1875,9890001921.940695,3812500000.000001,42423970991.60869,83034815975.04382,121106302306.5911,204141118281.63492
0.7,0.1,0.20000000000000004,5740.0,820.0,1640.0000000000002,67204945857.85632,68792329393.04172,24034740234.375,19780003843.88139,3050000000.0000005,33939176793.286953,94289686092.23132,122511510030.21007,216801196122.4414
0.7,0.15,0.15000000000000005,5740.0,1230.0,1230.0000000000005,67204945857.85632,68792329393.04172,36052110351.5625,29670005765.82208,2287500000.000001,25454382594.965218,105544556209.41882,123916717753.82901,229461273963.24783
0.7,0.2,0.10000000000000003,5740.0,1640.0,820.0000000000002,67204945857.85632,68792329393.04172,48069480468.75,39560007687.76278,1525000000.0000005,16969588396.643478,116799426326.60632,125321925477.44798,242121351804.05432
0.7,0.25,0.050000000000000044,5740.0,2050.0,410.00000000000034,67204945857.85632,68792329393.04172,60086850585.9375,49450009609.70347,762500000.0000007,8484794198.321744,128054296443.79382,126727133201.06693,254781429644.86075
0.7,0.3,5.551115123125783e-17,5740.0,2460.0,4.551914400963142e-13,67204945857.85632,68792329393.04172,72104220703.125,59340011531.64416,8.465450562766819e-07,9.420013878182738e-06,139309166560.98132,128132340924.6859,267441507485.66724
0.75,0.0,0.25,6150.0,0.0,2050.0,72005299133.4175,73706067206.83041,0.0,0.0,3812500000.0,42423970991.60868,75817799133.4175,116130038198.43909,191947837331.85657
0.75,0.05,0.2,6150.0,410.0,1640.0,72005299133.4175,73706067206.83041,12017370117.1875,9890001921.940695,3050000000.0,33939176793.286945,87072669250.605,117535245922.05804,204607915172.66302
0.75,0.1,0.15,6150.0,820.0,1230.0,72005299133.4175,73706067206.83041,24034740234.375,19780003843.88139,2287500000.0,25454382594.965206,98327539367.7925,118940453645.67702,217267993013.4695
0.75,0.15,0.1,6150.0,1230.0,820.0,72005299133.4175,73706067206.83041,36052110351.5625,29670005765.82208,1525000000.0,16969588396.643473,109582409484.98,120345661369.29597,229928070854.27597
0.75,0.2,0.04999999999999999,6150.0,1640.0,409.9999999999999,72005299133.4175,73706067206.83041,48069480468.75,39560007687.76278,762499999.9999999,8484794198.321734,120837279602.1675,121750869092.91493,242588148695.08243
0.75,0.25,0.0,6150.0,2050.0,0.0,72005299133.4175,73706067206.83041,60086850585.9375,49450009609.70347,0.0,0.0,132092149719.355,123156076816.53387,255248226535.88885
0.8,0.0,0.19999999999999996,6560.0,0.0,1639.9999999999995,76805652408.97867,78619805020.61911,0.0,0.0,3049999999.9999995,33939176793.286938,79855652408.97867,112558981813.90605,192414634222.8847
0.8,0.05,0.14999999999999997,6560.0,410.0,1229.9999999999998,76805652408.97867,78619805020.61911,12017370117.1875,9890001921.940695,2287499999.9999995,25454382594.965202,91110522526.16617,113964189537.525,205074712063.69116
0.8,0.1,0.09999999999999995,6560.0,820.0,819.9999999999995,76805652408.97867,78619805020.61911,24034740234.375,19780003843.88139,1524999999.9999993,16969588396.643463,102365392643.35367,115369397261.14397,217734789904.49762
0.8,0.15,0.04999999999999996,6560.0,1230.0,409.99999999999966,76805652408.97867,78619805020.61911,36052110351.5625,29670005765.82208,762499999.9999994,8484794198.32173,113620262760.54117,116774604984.76292,230394867745.30408
0.8,0.2,0.0,6560.0,1640.0,0.0,76805652408.97867,78619805020.61911,48069480468.75,39560007687.76278,0.0,0.0,124875132877.72867,118179812708.3819,243054945586.11057
0.85,0.0,0.15000000000000002,6970.0,0.0,1230.0000000000002,81606005684.53983,83533542834.40779,0.0,0.0,2287500000.0000005,25454382594.965214,83893505684.53983,108987925429.373,192881431113.91284
0.85,0.05,0.10000000000000002,6970.0,410.0,820.0000000000001,81606005684.53983,83533542834.40779,12017370117.1875,9890001921.940695,1525000000.0000002,16969588396.643476,95148375801.72733,110393133152.99196,205541508954.7193
0.85,0.1,0.05000000000000002,6970.0,820.0,410.0000000000001,81606005684.53983,83533542834.40779,24034740234.375,19780003843.88139,762500000.0000002,8484794198.321739,106403245918.91483,111798340876.61093,218201586795.52576
0.85,0.15,2.7755575615628914e-17,6970.0,1230.0,2.275957200481571e-13,81606005684.53983,83533542834.40779,36052110351.5625,29670005765.82208,4.2327252813834093e-07,4.710006939091369e-06,117658116036.10233,113203548600.22987,230861664636.3322
0.9,0.0,0.09999999999999998,7380.0,0.0,819.9999999999998,86406358960.101,88447280648.19649,0.0,0.0,1524999999.9999998,16969588396.643469,87931358960.101,105416869044.83995,193348228004.94095
0.9,0.05,0.049999999999999975,7380.0,410.0,409.9999999999998,86406358960.101,88447280648.19649,12017370117.1875,9890001921.940695,762499999.9999996,8484794198.321732,99186229077.2885,106822076768.45891,206008305845.7474
0.9,0.1,0.0,7380.0,820.0,0.0,86406358960.101,88447280648.19649,24034740234.375,19780003843.88139,0.0,0.0,110441099194.476,108227284492.07788,218668383686.5539
0.95,0.0,0.050000000000000044,7790.0,0.0,410.00000000000034,91206712235.66216,93361018461.98518,0.0,0.0,762500000.0000007,8484794198.321744,91969212235.66216,101845812660.30693,193815024895.9691
0.95,0.05,4.163336342344337e-17,7790.0,410.0,3.4139358007223564e-13,91206712235.66216,93361018461.98518,12017370117.1875,9890001921.940695,6.349087922075114e-07,7.065010408637054e-06,103224082352.84966,103251020383.92587,206475102736.7755
1.0,0.0,0.0,8200.0,0.0,0.0,96007065511.22333,98274756275.77388,0.0,0.0,0.0,0.0,96007065511.22333,98274756275.77388,194281821786.9972
