wind_mw,solar_mw,electrolyzer_mw,h2_turbine_mw,storage_mwh_h2,gas_ccs_capacity_mw,annual_gas_generation_mwh,annual_direct_renewable_mwh,annual_h2_turbine_output_mwh,annual_curtailed_surplus_mwh,end_soc_pct,min_soc_pct,capex_total_gbp,opex_lifecycle_undiscounted_gbp,opex_lifecycle_discounted_gbp,objective_total_expenditure_gbp
30000.0,50000.0,14000.0,8200.0,600000.0,0.0,0.0,66123072.42230856,5708927.577691461,115132575.03622782,100.0,14.21949037626778,141410000000.0,122150070623.42653,122150070623.42653,263560070623.4265
30000.0,50000.0,14000.0,8200.0,700000.0,0.0,0.0,66123072.42230856,5708927.577691461,115132575.0362278,100.0,26.473848893943813,141710000000.0,122155070623.42653,122155070623.42653,263865070623.4265
30000.0,50000.0,14000.0,8200.0,800000.0,0.0,0.0,66123072.42230856,5708927.577691461,115132575.0362278,100.0,35.664617782200864,142010000000.0,122160070623.42653,122160070623.42653,264170070623.4265
30000.0,50000.0,14000.0,8200.0,900000.0,0.0,0.0,66123072.42230856,5708927.577691461,115132575.0362278,100.0,42.81299358417852,142310000000.0,122165070623.42653,122165070623.42653,264475070623.4265
30000.0,50000.0,14000.0,8200.0,1000000.0,0.0,0.0,66123072.42230856,5708927.577691461,115132575.0362278,100.0,48.53169422576067,142610000000.0,122170070623.42653,122170070623.42653,264780070623.4265
30000.0,50000.0,14000.0,8200.0,1100000.0,0.0,0.0,66123072.42230856,5708927.577691461,115132575.0362278,100.0,53.210631114327924,142910000000.0,122175070623.42653,122175070623.42653,265085070623.4265
30000.0,50000.0,14000.0,8200.0,1200000.0,0.0,0.0,66123072.42230856,5708927.577691461,115132575.0362278,100.0,57.10974518813394,143210000000.0,122180070623.42653,122180070623.42653,265390070623.4265
30000.0,50000.0,14000.0,8200.0,1300000.0,0.0,0.0,66123072.42230856,5708927.577691461,115132575.03622782,100.0,60.40899555827748,143510000000.0,122185070623.42653,122185070623.42653,265695070623.4265
30000.0,50000.0,14000.0,8200.0,1400000.0,0.0,0.0,66123072.42230856,5708927.577691461,115132575.03622782,100.0,63.23692444697196,143810000000.0,122190070623.42653,122190070623.42653,266000070623.4265
30000.0,50000.0,14000.0,8200.0,1500000.0,0.0,0.0,66123072.42230856,5708927.577691461,115132575.03622782,100.0,65.68779615050717,144110000000.0,122195070623.42653,122195070623.42653,266305070623.4265
30000.0,50000.0,14000.0,8200.0,1600000.0,0.0,0.0,66123072.42230856,5708927.577691461,115132575.03622782,100.0,67.83230889110047,144410000000.0,122200070623.42653,122200070623.42653,266610070623.4265
30000.0,50000.0,14000.0,8200.0,1700000.0,0.0,0.0,66123072.42230856,5708927.577691461,115132575.03622782,100.0,69.72452601515339,144710000000.0,122205070623.42653,122205070623.42653,266915070623.4265
30000.0,50000.0,14000.0,8200.0,1800000.0,0.0,0.0,66123072.42230856,5708927.577691461,115132575.03622782,100.0,71.40649679208931,145010000000.0,122210070623.42653,122210070623.42653,267220070623.4265
30000.0,50000.0,14000.0,8200.0,1900000.0,0.0,0.0,66123072.42230856,5708927.577691461,115132575.03622782,100.0,72.91141801355829,145310000000.0,122215070623.42653,122215070623.42653,267525070623.4265
30000.0,50000.0,14000.0,8200.0,2000000.0,0.0,0.0,66123072.42230856,5708927.577691461,115132575.03622782,100.0,74.26584711288038,145610000000.0,122220070623.42653,122220070623.42653,267830070623.4265
30000.0,50000.0,14000.0,8200.0,2100000.0,0.0,0.0,66123072.42230856,5708927.577691461,115132575.0362278,100.0,75.49128296464798,145910000000.0,122225070623.42653,122225070623.42653,268135070623.4265
